Date,Count
2006-11-10,97.0888157895
2006-11-26,194.177631579
2006-11-27,776.710526316
2006-11-20,194.177631579
2006-11-14,97.0888157895
2006-11-22,194.177631579
2006-11-16,485.444078947
2006-11-30,388.355263158
2006-11-29,97.0888157895
2006-11-15,97.0888157895
2006-11-06,194.177631579
2006-11-05,97.0888157895
2006-11-07,194.177631579
2006-10-02,194.177631579
2006-10-25,97.0888157895
2006-10-13,291.266447368
2006-10-12,291.266447368
2006-10-06,0.0
2006-10-07,97.0888157895
2006-10-17,194.177631579
2006-10-23,97.0888157895
2006-10-19,291.266447368
2006-10-03,194.177631579
2006-10-09,97.0888157895
2006-10-26,194.177631579
2006-10-16,194.177631579
2006-10-01,97.0888157895
2006-10-20,0.0
2006-10-21,0.0
2006-12-11,97.0888157895
2006-12-10,97.0888157895
2006-12-13,97.0888157895
2006-12-27,194.177631579
2006-12-06,0.0
2006-12-07,97.0888157895
2006-12-04,291.266447368
2006-12-16,291.266447368
2006-12-18,97.0888157895
2006-12-08,291.266447368
2006-12-22,97.0888157895
2006-12-28,485.444078947
2006-12-29,582.532894737
2006-12-23,0.0
2006-12-21,194.177631579
2006-12-30,97.0888157895
2006-12-15,97.0888157895
2006-12-31,194.177631579
2006-12-14,194.177631579
2006-06-24,97.0888157895
2006-06-03,97.0888157895
2006-06-13,97.0888157895
2006-06-12,194.177631579
2006-06-06,194.177631579
2006-06-05,97.0888157895
2006-06-18,97.0888157895
2006-06-09,97.0888157895
2006-06-29,97.0888157895
2006-06-15,97.0888157895
2006-07-02,97.0888157895
2006-07-03,97.0888157895
2006-07-27,194.177631579
2006-07-21,97.0888157895
2006-07-25,97.0888157895
2006-07-23,97.0888157895
2006-07-31,97.0888157895
2006-07-30,97.0888157895
2006-07-28,194.177631579
2006-07-01,97.0888157895
2006-07-24,97.0888157895
2006-07-11,0.0
2006-04-24,194.177631579
2006-04-17,97.0888157895
2006-04-04,194.177631579
2006-04-23,776.710526316
2006-04-18,97.0888157895
2006-04-16,194.177631579
2006-05-13,194.177631579
2006-05-12,194.177631579
2006-05-17,97.0888157895
2006-05-18,194.177631579
2006-05-08,97.0888157895
2006-05-31,97.0888157895
2006-03-02,97.0888157895
2006-03-13,97.0888157895
2006-03-27,97.0888157895
2006-03-17,97.0888157895
2006-03-16,97.0888157895
2006-03-28,97.0888157895
2006-03-26,97.0888157895
2006-03-12,194.177631579
2006-08-24,194.177631579
2006-08-03,194.177631579
2006-08-27,194.177631579
2006-08-15,97.0888157895
2006-08-07,97.0888157895
2006-08-22,194.177631579
2006-08-05,291.266447368
2006-08-19,97.0888157895
2006-08-23,97.0888157895
2006-08-08,97.0888157895
2006-08-09,194.177631579
2006-08-29,0.0
2006-08-04,97.0888157895
2006-08-01,97.0888157895
2006-08-25,194.177631579
2006-08-14,97.0888157895
2006-08-20,194.177631579
2006-08-10,194.177631579
2006-02-11,97.0888157895
2006-02-03,291.266447368
2006-02-26,97.0888157895
2006-02-27,679.621710526
2006-02-21,0.0
2006-02-17,97.0888157895
2006-02-23,97.0888157895
2006-02-19,194.177631579
2006-02-09,291.266447368
2006-02-28,0.0
2006-02-01,194.177631579
2006-02-24,194.177631579
2006-02-12,97.0888157895
2006-01-11,679.621710526
2006-01-25,679.621710526
2006-01-13,97.0888157895
2006-01-12,388.355263158
2006-01-20,679.621710526
2006-01-07,582.532894737
2006-01-22,97.0888157895
2006-01-30,388.355263158
2006-01-29,97.0888157895
2006-01-26,97.0888157895
2006-01-21,194.177631579
2006-01-14,194.177631579
2006-09-02,194.177631579
2006-09-25,388.355263158
2006-09-26,97.0888157895
2006-09-12,97.0888157895
2006-09-06,97.0888157895
2006-09-17,194.177631579
2006-09-04,291.266447368
2006-09-05,291.266447368
2006-09-18,291.266447368
2006-09-22,194.177631579
2006-09-21,194.177631579
2006-09-27,97.0888157895
2006-09-14,97.0888157895
2006-09-11,194.177631579
2006-09-07,194.177631579
2007-02-02,113.811053985
2007-02-25,75.8740359897
2007-02-26,113.811053985
2007-02-27,37.9370179949
2007-02-06,113.811053985
2007-02-07,94.8425449871
2007-02-22,56.9055269923
2007-02-05,170.716580977
2007-02-08,94.8425449871
2007-02-09,37.9370179949
2007-02-28,18.9685089974
2007-02-14,18.9685089974
2007-02-24,94.8425449871
2007-02-03,113.811053985
2007-02-01,56.9055269923
2007-02-20,37.9370179949
2007-02-21,37.9370179949
2007-02-10,37.9370179949
2007-02-13,37.9370179949
2007-02-12,113.811053985
2007-02-15,75.8740359897
2007-02-04,75.8740359897
2007-02-17,37.9370179949
2007-02-16,18.9685089974
2007-02-19,37.9370179949
2007-02-18,18.9685089974
2007-02-23,75.8740359897
2007-03-07,0.0
2007-03-02,75.8740359897
2007-03-03,75.8740359897
2007-03-26,170.716580977
2007-03-01,189.685089974
2007-03-20,37.9370179949
2007-03-21,132.779562982
2007-03-22,94.8425449871
2007-03-05,94.8425449871
2007-03-23,75.8740359897
